,request_type,starting_time,ending_time,duration,data_size,mtu_size,conn_interval,data,read_requests,read_responses,notifies
0,WRITE_COMMAND Req,2021-06-07 13:08:41.922114,2021-06-07 13:08:41.922114,0,20,23,36,,0,0,0
1,WRITE_COMMAND Req,2021-06-07 13:08:41.922114,2021-06-07 13:08:41.978110,55996,20,23,36,,0,0,0
2,WRITE_COMMAND Rcvd,2021-06-07 13:08:41.978110,2021-06-07 13:08:41.978780,670,20,23,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
3,WRITE_COMMAND Req,2021-06-07 13:08:42.861066,2021-06-07 13:08:42.861066,0,20,23,36,,0,0,0
4,WRITE_COMMAND Req,2021-06-07 13:08:42.861066,2021-06-07 13:08:42.922957,61891,20,23,36,,0,0,0
5,WRITE_COMMAND Rcvd,2021-06-07 13:08:42.922957,2021-06-07 13:08:42.923585,628,20,23,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
6,WRITE_COMMAND Req,2021-06-07 13:08:43.548844,2021-06-07 13:08:43.548844,0,20,23,36,,0,0,0
7,WRITE_COMMAND Req,2021-06-07 13:08:43.548844,2021-06-07 13:08:43.598085,49241,20,23,36,,0,0,0
8,WRITE_COMMAND Rcvd,2021-06-07 13:08:43.598085,2021-06-07 13:08:43.599698,1613,20,23,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
9,WRITE_COMMAND Req,2021-06-07 13:08:49.032790,2021-06-07 13:08:49.032790,0,32,23,36,,0,0,0
10,WRITE_COMMAND Req,2021-06-07 13:08:49.032790,2021-06-07 13:08:49.087939,55149,32,23,36,,0,0,0
11,WRITE_COMMAND Rcvd,2021-06-07 13:08:49.087939,2021-06-07 13:08:49.092883,4944,32,23,36,Data Size 32mnopqrstData Size 32mnopqrstuvwxyzabcdefuvwxyzabcdef,0,0,4
12,WRITE_COMMAND Req,2021-06-07 13:08:49.886659,2021-06-07 13:08:49.886659,0,32,23,36,,0,0,0
13,WRITE_COMMAND Req,2021-06-07 13:08:49.886659,2021-06-07 13:08:49.943084,56425,32,23,36,,0,0,0
14,WRITE_COMMAND Rcvd,2021-06-07 13:08:49.943084,2021-06-07 13:08:49.944569,1485,32,23,36,Data Size 32mnopqrstData Size 32mnopqrstuvwxyzabcdefuvwxyzabcdef,0,0,4
15,WRITE_COMMAND Req,2021-06-07 13:08:52.534700,2021-06-07 13:08:52.534700,0,32,23,36,,0,0,0
16,WRITE_COMMAND Req,2021-06-07 13:08:52.534700,2021-06-07 13:08:52.597848,63148,32,23,36,,0,0,0
17,WRITE_COMMAND Rcvd,2021-06-07 13:08:52.597848,2021-06-07 13:08:52.644933,47085,32,23,36,Data Size 32mnopqrstData Size 32mnopqrstuvwxyzabcdefuvwxyzabcdef,0,0,4
18,WRITE_COMMAND Req,2021-06-07 13:09:02.766900,2021-06-07 13:09:02.766900,0,64,23,36,,0,0,0
19,WRITE_COMMAND Req,2021-06-07 13:09:02.766900,2021-06-07 13:09:02.858093,91193,64,23,36,,0,0,0
20,WRITE_COMMAND Rcvd,2021-06-07 13:09:02.858093,2021-06-07 13:09:02.860493,2400,64,23,36,Data Size 64mnopqrstData Size 64mnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklijkl,0,0,8
21,WRITE_COMMAND Req,2021-06-07 13:09:03.918335,2021-06-07 13:09:03.918335,0,64,23,36,,0,0,0
22,WRITE_COMMAND Req,2021-06-07 13:09:03.918335,2021-06-07 13:09:03.982990,64655,64,23,36,,0,0,0
23,WRITE_COMMAND Rcvd,2021-06-07 13:09:03.982990,2021-06-07 13:09:03.986636,3646,64,23,36,Data Size 64mnopqrstData Size 64mnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklijkl,0,0,8
24,WRITE_COMMAND Req,2021-06-07 13:09:05.122560,2021-06-07 13:09:05.122560,0,64,23,36,,0,0,0
25,WRITE_COMMAND Req,2021-06-07 13:09:05.122560,2021-06-07 13:09:05.242945,120385,64,23,36,,0,0,0
26,WRITE_COMMAND Rcvd,2021-06-07 13:09:05.242945,2021-06-07 13:09:05.245772,2827,64,23,36,Data Size 64mnopqrstData Size 64mnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklijkl,0,0,8
27,WRITE_COMMAND Req,2021-06-07 13:09:10.826902,2021-06-07 13:09:10.826902,0,128,23,36,,0,0,0
28,WRITE_COMMAND Req,2021-06-07 13:09:10.826902,2021-06-07 13:09:10.913148,86246,128,23,36,,0,0,0
29,WRITE_COMMAND Rcvd,2021-06-07 13:09:10.913148,2021-06-07 13:09:10.917998,4850,128,23,36,Data Size 128nopqrstData Size 128nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxqrstuvwx,0,0,14
30,WRITE_COMMAND Req,2021-06-07 13:09:11.702322,2021-06-07 13:09:11.702322,0,128,23,36,,0,0,0
31,WRITE_COMMAND Req,2021-06-07 13:09:11.702322,2021-06-07 13:09:11.768282,65960,128,23,36,,0,0,0
32,WRITE_COMMAND Rcvd,2021-06-07 13:09:11.768282,2021-06-07 13:09:11.773761,5479,128,23,36,Data Size 128nopqrstData Size 128nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxqrstuvwx,0,0,14
33,WRITE_COMMAND Req,2021-06-07 13:09:12.755161,2021-06-07 13:09:12.755161,0,128,23,36,,0,0,0
34,WRITE_COMMAND Req,2021-06-07 13:09:12.755161,2021-06-07 13:09:12.848173,93012,128,23,36,,0,0,0
35,WRITE_COMMAND Rcvd,2021-06-07 13:09:12.848173,2021-06-07 13:09:12.855244,7071,128,23,36,Data Size 128nopqrstData Size 128nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxqrstuvwx,0,0,14
36,WRITE_COMMAND Req,2021-06-07 13:09:18.199752,2021-06-07 13:09:18.199752,0,256,23,36,,0,0,0
37,WRITE_COMMAND Req,2021-06-07 13:09:18.199752,2021-06-07 13:09:18.248213,48461,256,23,36,,0,0,0
38,WRITE_COMMAND Rcvd,2021-06-07 13:09:18.248213,2021-06-07 13:09:18.296055,47842,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
39,WRITE_COMMAND Req,2021-06-07 13:09:20.006695,2021-06-07 13:09:20.006695,0,256,23,36,,0,0,0
40,WRITE_COMMAND Req,2021-06-07 13:09:20.006695,2021-06-07 13:09:20.092958,86263,256,23,36,,0,0,0
41,WRITE_COMMAND Rcvd,2021-06-07 13:09:20.092958,2021-06-07 13:09:20.160186,67228,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
42,WRITE_COMMAND Req,2021-06-07 13:09:22.073281,2021-06-07 13:09:22.073281,0,256,23,36,,0,0,0
43,WRITE_COMMAND Req,2021-06-07 13:09:22.073281,2021-06-07 13:09:22.162927,89646,256,23,36,,0,0,0
44,WRITE_COMMAND Rcvd,2021-06-07 13:09:22.162927,2021-06-07 13:09:22.211790,48863,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
45,WRITE_COMMAND Req,2021-06-07 13:10:08.686056,2021-06-07 13:10:08.686056,0,256,23,36,,0,0,0
46,WRITE_COMMAND Req,2021-06-07 13:10:08.686056,2021-06-07 13:10:08.737938,51882,256,23,36,,0,0,0
47,WRITE_COMMAND Rcvd,2021-06-07 13:10:08.737938,2021-06-07 13:10:08.829469,91531,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
48,WRITE_COMMAND Req,2021-06-07 13:10:10.463264,2021-06-07 13:10:10.463264,0,256,23,36,,0,0,0
49,WRITE_COMMAND Req,2021-06-07 13:10:10.463264,2021-06-07 13:10:10.538315,75051,256,23,36,,0,0,0
50,WRITE_COMMAND Rcvd,2021-06-07 13:10:10.538315,2021-06-07 13:10:10.586237,47922,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
51,WRITE_COMMAND Req,2021-06-07 13:10:12.805546,2021-06-07 13:10:12.805546,0,256,23,36,,0,0,0
52,WRITE_COMMAND Req,2021-06-07 13:10:12.805546,2021-06-07 13:10:12.878000,72454,256,23,36,,0,0,0
53,WRITE_COMMAND Rcvd,2021-06-07 13:10:12.878000,2021-06-07 13:10:12.925465,47465,256,23,36,Data Size 256nopqrstData Size 256nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvghijklmnopqrstuv,0,0,26
54,WRITE_COMMAND Req,2021-06-07 13:10:21.154026,2021-06-07 13:10:21.154026,0,512,23,36,,0,0,0
55,WRITE_COMMAND Req,2021-06-07 13:10:21.154026,2021-06-07 13:10:21.248188,94162,512,23,36,,0,0,0
56,WRITE_COMMAND Rcvd,2021-06-07 13:10:21.248188,2021-06-07 13:10:21.344339,96151,512,23,36,Data Size 512nopqrstData Size 512nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzghijklmnopqrstuvwxyzabcdefghijklmnopqrstabcdefghijklmnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrghijklmnopqr,0,0,52
57,WRITE_COMMAND Req,2021-06-07 13:10:23.838632,2021-06-07 13:10:23.838632,0,512,23,36,,0,0,0
58,WRITE_COMMAND Req,2021-06-07 13:10:23.838632,2021-06-07 13:10:23.947952,109320,512,23,36,,0,0,0
59,WRITE_COMMAND Rcvd,2021-06-07 13:10:23.947952,2021-06-07 13:10:24.042839,94887,512,23,36,Data Size 512nopqrstData Size 512nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzghijklmnopqrstuvwxyzabcdefghijklmnopqrstabcdefghijklmnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrghijklmnopqr,0,0,52
60,WRITE_COMMAND Req,2021-06-07 13:10:27.383227,2021-06-07 13:10:27.383227,0,512,23,36,,0,0,0
61,WRITE_COMMAND Req,2021-06-07 13:10:27.383227,2021-06-07 13:10:27.503264,120037,512,23,36,,0,0,0
62,WRITE_COMMAND Rcvd,2021-06-07 13:10:27.503264,2021-06-07 13:10:27.597914,94650,512,23,36,Data Size 512nopqrstData Size 512nopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzghijklmnopqrstuvwxyzabcdefghijklmnopqrstabcdefghijklmnopqrstuvwxyzabcdefghijklmnuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabijklmnopqrstuvwxyzabcdefghijklmnopqrstuvcdefghijklmnopqrstuvwxyzabcdefghijklmnopwxyzabcdefghijklmnopqrstuvwxyzabcdefghijqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxefghijklmnopqrstuvwxyzabcdefghijklmnopqryzabcdefghijklmnopqrstuvwxyzabcdefghijklstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefmnopqrstuvwxyzabcdefghijklmnopqrghijklmnopqr,0,0,52
63,WRITE_COMMAND Req,2021-06-07 13:10:39.171028,2021-06-07 13:10:39.171028,0,20,32,36,,0,0,0
64,WRITE_COMMAND Req,2021-06-07 13:10:39.171028,2021-06-07 13:10:39.248179,77151,20,32,36,,0,0,0
65,WRITE_COMMAND Rcvd,2021-06-07 13:10:39.248179,2021-06-07 13:10:39.249277,1098,20,32,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
66,WRITE_COMMAND Req,2021-06-07 13:10:40.667163,2021-06-07 13:10:40.667163,0,20,32,36,,0,0,0
67,WRITE_COMMAND Req,2021-06-07 13:10:40.667163,2021-06-07 13:10:40.733091,65928,20,32,36,,0,0,0
68,WRITE_COMMAND Rcvd,2021-06-07 13:10:40.733091,2021-06-07 13:10:40.737358,4267,20,32,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
69,WRITE_COMMAND Req,2021-06-07 13:10:41.652958,2021-06-07 13:10:41.652958,0,20,32,36,,0,0,0
70,WRITE_COMMAND Req,2021-06-07 13:10:41.652958,2021-06-07 13:10:41.723519,70561,20,32,36,,0,0,0
71,WRITE_COMMAND Rcvd,2021-06-07 13:10:41.723519,2021-06-07 13:10:41.724159,640,20,32,36,Data Size 20mnopqrstData Size 20mnopqrst,0,0,2
72,WRITE_COMMAND Req,2021-06-07 13:10:46.055363,2021-06-07 13:10:46.055363,0,32,32,36,,0,0,0
73,WRITE_COMMAND Req,2021-06-07 13:10:46.055363,2021-06-07 13:10:46.133203,77840,32,32,36,,0,0,0
74,WRITE_COMMAND Rcvd,2021-06-07 13:10:46.133203,2021-06-07 13:10:46.135402,2199,32,32,36,Data Size 32mnopqrstuvwxyzabcData Size 32mnopqrstuvwxyzabcdefdef,0,0,4
75,WRITE_COMMAND Req,2021-06-07 13:10:47.016000,2021-06-07 13:10:47.016000,0,32,32,36,,0,0,0
76,WRITE_COMMAND Req,2021-06-07 13:10:47.016000,2021-06-07 13:10:47.078315,62315,32,32,36,,0,0,0
77,WRITE_COMMAND Rcvd,2021-06-07 13:10:47.078315,2021-06-07 13:10:47.079641,1326,32,32,36,Data Size 32mnopqrstuvwxyzabcData Size 32mnopqrstuvwxyzabcdefdef,0,0,4
78,WRITE_COMMAND Req,2021-06-07 13:10:48.703457,2021-06-07 13:10:48.703457,0,32,32,36,,0,0,0
79,WRITE_COMMAND Req,2021-06-07 13:10:48.703457,2021-06-07 13:10:48.788337,84880,32,32,36,,0,0,0
80,WRITE_COMMAND Rcvd,2021-06-07 13:10:48.788337,2021-06-07 13:10:48.789840,1503,32,32,36,Data Size 32mnopqrstuvwxyzabcData Size 32mnopqrstuvwxyzabcdefdef,0,0,4
81,WRITE_COMMAND Req,2021-06-07 13:10:53.301070,2021-06-07 13:10:53.301070,0,64,32,36,,0,0,0
82,WRITE_COMMAND Req,2021-06-07 13:10:53.301070,2021-06-07 13:10:53.378221,77151,64,32,36,,0,0,0
83,WRITE_COMMAND Rcvd,2021-06-07 13:10:53.378221,2021-06-07 13:10:53.380482,2261,64,32,36,Data Size 64mnopqrstuvwxyzabcData Size 64mnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklghijkl,0,0,6
84,WRITE_COMMAND Req,2021-06-07 13:10:54.234296,2021-06-07 13:10:54.234296,0,64,32,36,,0,0,0
85,WRITE_COMMAND Req,2021-06-07 13:10:54.234296,2021-06-07 13:10:54.323124,88828,64,32,36,,0,0,0
86,WRITE_COMMAND Rcvd,2021-06-07 13:10:54.323124,2021-06-07 13:10:54.327110,3986,64,32,36,Data Size 64mnopqrstuvwxyzabcData Size 64mnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklghijkl,0,0,6
87,WRITE_COMMAND Req,2021-06-07 13:10:55.070207,2021-06-07 13:10:55.070207,0,64,32,36,,0,0,0
88,WRITE_COMMAND Req,2021-06-07 13:10:55.070207,2021-06-07 13:10:55.133414,63207,64,32,36,,0,0,0
89,WRITE_COMMAND Rcvd,2021-06-07 13:10:55.133414,2021-06-07 13:10:55.136176,2762,64,32,36,Data Size 64mnopqrstuvwxyzabcData Size 64mnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklghijkl,0,0,6
90,WRITE_COMMAND Req,2021-06-07 13:10:59.765604,2021-06-07 13:10:59.765604,0,128,32,36,,0,0,0
91,WRITE_COMMAND Req,2021-06-07 13:10:59.765604,2021-06-07 13:10:59.858215,92611,128,32,36,,0,0,0
92,WRITE_COMMAND Rcvd,2021-06-07 13:10:59.858215,2021-06-07 13:10:59.862433,4218,128,32,36,Data Size 128nopqrstuvwxyzabcData Size 128nopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghighijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijkljklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxmnopqrstuvwx,0,0,10
93,WRITE_COMMAND Req,2021-06-07 13:11:00.582755,2021-06-07 13:11:00.582755,0,128,32,36,,0,0,0
94,WRITE_COMMAND Req,2021-06-07 13:11:00.582755,2021-06-07 13:11:00.668057,85302,128,32,36,,0,0,0
95,WRITE_COMMAND Rcvd,2021-06-07 13:11:00.668057,2021-06-07 13:11:00.672870,4813,128,32,36,Data Size 128nopqrstuvwxyzabcData Size 128nopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghighijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijkljklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxmnopqrstuvwx,0,0,10
96,WRITE_COMMAND Req,2021-06-07 13:11:01.404770,2021-06-07 13:11:01.404770,0,128,32,36,,0,0,0
97,WRITE_COMMAND Req,2021-06-07 13:11:01.404770,2021-06-07 13:11:01.478407,73637,128,32,36,,0,0,0
98,WRITE_COMMAND Rcvd,2021-06-07 13:11:01.478407,2021-06-07 13:11:01.481767,3360,128,32,36,Data Size 128nopqrstuvwxyzabcData Size 128nopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghighijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijkljklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxmnopqrstuvwx,0,0,10
99,WRITE_COMMAND Req,2021-06-07 13:11:06.060181,2021-06-07 13:11:06.060181,0,256,32,36,,0,0,0
100,WRITE_COMMAND Req,2021-06-07 13:11:06.060181,2021-06-07 13:11:06.113105,52924,256,32,36,,0,0,0
101,WRITE_COMMAND Rcvd,2021-06-07 13:11:06.113105,2021-06-07 13:11:06.160728,47623,256,32,36,Data Size 256nopqrstuvwxyzabcData Size 256nopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghighijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijkljklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnomnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrpqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstustuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvyzabcdefghijklmnopqrstuv,0,0,18
102,WRITE_COMMAND Req,2021-06-07 13:11:06.877101,2021-06-07 13:11:06.877101,0,256,32,36,,0,0,0
103,WRITE_COMMAND Req,2021-06-07 13:11:06.877101,2021-06-07 13:11:07.013317,136216,256,32,36,,0,0,0
104,WRITE_COMMAND Rcvd,2021-06-07 13:11:07.013317,2021-06-07 13:11:07.059748,46431,256,32,36,Data Size 256nopqrstuvwxyzabcData Size 256nopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghighijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijkljklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnomnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrpqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstustuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvyzabcdefghijklmnopqrstuv,0,0,18
105,WRITE_COMMAND Req,2021-06-07 13:11:08.065654,2021-06-07 13:11:08.065654,0,256,32,36,,0,0,0
