"No.","Time","Source","Destination","Protocol","Length","Request in Frame","RF Channel","Opcode","Value","Handle","Info","Time.1","UUID"
"531","61.412013","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:33:57,364038","fbdc45f28337467b8019e7db05355215"
"532","61.489000","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:33:57,441025",""
"533","61.571569","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","31","531","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f7071","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:33:57,523594","fbdc45f28337467b8019e7db05355215"
"534","66.281187","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","16","","","Write Request","2c000000","0x002e","Sent Write Request, Handle: 0x002e (Unknown: Unknown)","2021-06-12 10:34:02,233212","f341082200c04dd3a60b3cd6124fd323"
"535","66.370615","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","10","534","","Write Response","","0x002e","Rcvd Write Response, Handle: 0x002e (Unknown: Unknown)","2021-06-12 10:34:02,322640","f341082200c04dd3a60b3cd6124fd323"
"536","66.510843","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:02,462868",""
"537","69.789183","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:05,741208","fbdc45f28337467b8019e7db05355215"
"538","69.891443","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","537","","Read Response","446174612053697a652034346d6e6f70717273747576","0x002a","Rcvd Read Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:05,843468","fbdc45f28337467b8019e7db05355215"
"539","69.891953","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:34:05,843978","fbdc45f28337467b8019e7db05355215"
"540","69.969642","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:05,921667",""
"541","70.051121","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","539","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f707172","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:06,003146","fbdc45f28337467b8019e7db05355215"
"542","70.051665","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 44","2021-06-12 10:34:06,003690","fbdc45f28337467b8019e7db05355215"
"543","70.210523","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","10","","","Read Blob Response","","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)[Malformed Packet]","2021-06-12 10:34:06,162548","fbdc45f28337467b8019e7db05355215"
"544","70.260909","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:06,212934",""
"545","70.857319","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:06,809344","fbdc45f28337467b8019e7db05355215"
"546","71.012081","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","545","","Read Response","446174612053697a652034346d6e6f70717273747576","0x002a","Rcvd Read Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:06,964106","fbdc45f28337467b8019e7db05355215"
"547","71.012671","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:34:06,964696","fbdc45f28337467b8019e7db05355215"
"548","71.088815","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:07,040840",""
"549","71.171740","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","547","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f707172","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:07,123765","fbdc45f28337467b8019e7db05355215"
"550","71.172288","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 44","2021-06-12 10:34:07,124313","fbdc45f28337467b8019e7db05355215"
"551","71.330908","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","10","","","Read Blob Response","","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)[Malformed Packet]","2021-06-12 10:34:07,282933","fbdc45f28337467b8019e7db05355215"
"552","71.386069","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:07,338094",""
"553","71.778778","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:07,730803","fbdc45f28337467b8019e7db05355215"
"554","71.891794","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","553","","Read Response","446174612053697a652034346d6e6f70717273747576","0x002a","Rcvd Read Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:07,843819","fbdc45f28337467b8019e7db05355215"
"555","71.892314","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:34:07,844339","fbdc45f28337467b8019e7db05355215"
"556","71.968767","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:07,920792",""
"557","72.051564","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","555","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f707172","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:08,003589","fbdc45f28337467b8019e7db05355215"
"558","72.052077","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 44","2021-06-12 10:34:08,004102","fbdc45f28337467b8019e7db05355215"
"559","72.211075","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","10","","","Read Blob Response","","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)[Malformed Packet]","2021-06-12 10:34:08,163100","fbdc45f28337467b8019e7db05355215"
"560","72.260802","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:08,212827",""
"561","75.058575","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","16","","","Write Request","2d000000","0x002e","Sent Write Request, Handle: 0x002e (Unknown: Unknown)","2021-06-12 10:34:11,010600","f341082200c04dd3a60b3cd6124fd323"
"562","75.170819","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","10","561","","Write Response","","0x002e","Rcvd Write Response, Handle: 0x002e (Unknown: Unknown)","2021-06-12 10:34:11,122844","f341082200c04dd3a60b3cd6124fd323"
"563","75.261084","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:11,213109",""
"564","76.568511","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:12,520536","fbdc45f28337467b8019e7db05355215"
"565","76.692992","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","564","","Read Response","446174612053697a652034356d6e6f70717273747576","0x002a","Rcvd Read Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:12,645017","fbdc45f28337467b8019e7db05355215"
"566","76.693575","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:34:12,645600","fbdc45f28337467b8019e7db05355215"
"567","76.761242","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:12,713267",""
"568","76.851877","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","566","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f707172","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:12,803902","fbdc45f28337467b8019e7db05355215"
"569","76.852458","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 44","2021-06-12 10:34:12,804483","fbdc45f28337467b8019e7db05355215"
"570","76.928785","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:12,880810",""
"571","77.011117","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","11","569","","Read Blob Response","73","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:12,963142","fbdc45f28337467b8019e7db05355215"
"572","77.679789","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:13,631814","fbdc45f28337467b8019e7db05355215"
"573","77.811518","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","572","","Read Response","446174612053697a652034356d6e6f70717273747576","0x002a","Rcvd Read Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:13,763543","fbdc45f28337467b8019e7db05355215"
"574","77.812031","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 22","2021-06-12 10:34:13,764056","fbdc45f28337467b8019e7db05355215"
"575","77.886295","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:13,838320",""
"576","77.971495","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","32","574","","Read Blob Response","7778797a6162636465666768696a6b6c6d6e6f707172","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:13,923520","fbdc45f28337467b8019e7db05355215"
"577","77.972063","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","14","","","Read Blob Request","","0x002a","Sent Read Blob Request, Handle: 0x002a (Unknown: Unknown), Offset: 44","2021-06-12 10:34:13,924088","fbdc45f28337467b8019e7db05355215"
"578","78.049527","controller","host","HCI_EVT","8","","","","","","Rcvd Number of Completed Packets","2021-06-12 10:34:14,001552",""
"579","78.130705","Espressi_60:ef:3a (ESP32-T)","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","ATT","11","577","","Read Blob Response","73","0x002a","Rcvd Read Blob Response, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:14,082730","fbdc45f28337467b8019e7db05355215"
"580","78.650504","HuaweiTe_27:59:79 (HUAWEI P20 Pro)","Espressi_60:ef:3a (ESP32-T)","ATT","12","","","Read Request","","0x002a","Sent Read Request, Handle: 0x002a (Unknown: Unknown)","2021-06-12 10:34:14,602529","fbdc45f28337467b8019e7db05355215"
